aircraft_id,flight_no,stop_order,facility_id,arrival_time,departure_time,refuel
A03-T3-H02,7,0,A03,,2026-08-08 09:07,0
A03-T3-H02,7,1,F029,2026-08-08 10:23,2026-08-08 10:33,0
A03-T3-H02,7,2,F031,2026-08-08 10:52,2026-08-08 11:12,1
A03-T3-H02,7,3,F048,2026-08-08 11:36,2026-08-08 11:46,0
A03-T3-H02,7,4,A03,2026-08-08 13:07,,0
A03-T3-H02,8,0,A03,,2026-08-09 08:41,0
A03-T3-H02,8,1,F052,2026-08-09 10:04,2026-08-09 10:14,0
A03-T3-H02,8,2,F047,2026-08-09 10:25,2026-08-09 10:35,0
A03-T3-H02,8,3,F035,2026-08-09 10:56,2026-08-09 11:06,0
A03-T3-H02,8,4,F024,2026-08-09 11:24,2026-08-09 11:44,1
A03-T3-H02,8,5,F019,2026-08-09 11:54,2026-08-09 12:04,0
A03-T3-H02,8,6,A03,2026-08-09 13:22,,0
A03-T3-H02,9,0,A03,,2026-08-09 15:17,0
A03-T3-H02,9,1,F036,2026-08-09 16:30,2026-08-09 16:40,0
A03-T3-H02,9,2,A03,2026-08-09 17:53,,0
A03-T3-H03,1,0,A03,,2026-08-03 09:46,0
A03-T3-H03,1,1,F044,2026-08-03 11:27,2026-08-03 11:47,1
A03-T3-H03,1,2,F037,2026-08-03 12:05,2026-08-03 12:15,0
A03-T3-H03,1,3,F040,2026-08-03 12:24,2026-08-03 12:34,0
A03-T3-H03,1,4,F037,2026-08-03 12:43,2026-08-03 12:53,0
A03-T3-H03,1,5,A03,2026-08-03 14:47,,0
A03-T3-H03,2,0,A03,,2026-08-05 07:16,0
A03-T3-H03,2,1,F050,2026-08-05 09:24,2026-08-05 09:44,1
A03-T3-H03,2,2,A03,2026-08-05 11:52,,0
A03-T3-H03,3,0,A03,,2026-08-07 09:51,0
A03-T3-H03,3,1,F041,2026-08-07 11:19,2026-08-07 11:29,0
A03-T3-H03,3,2,F044,2026-08-07 11:42,2026-08-07 12:02,1
A03-T3-H03,3,3,F037,2026-08-07 12:20,2026-08-07 12:30,0
A03-T3-H03,3,4,F040,2026-08-07 12:39,2026-08-07 12:49,0
A03-T3-H03,3,5,A03,2026-08-07 14:37,,0
A03-T3-H03,4,0,A03,,2026-08-08 07:34,0
A03-T3-H03,4,1,F036,2026-08-08 08:47,2026-08-08 08:57,0
A03-T3-H03,4,2,F051,2026-08-08 09:36,2026-08-08 09:46,0
A03-T3-H03,4,3,F038,2026-08-08 09:52,2026-08-08 10:12,1
A03-T3-H03,4,4,F052,2026-08-08 10:24,2026-08-08 10:34,0
A03-T3-H03,4,5,F048,2026-08-08 10:42,2026-08-08 10:52,0
A03-T3-H03,4,6,A03,2026-08-08 12:13,,0
A03-T3-H03,5,0,A03,,2026-08-09 08:16,0
A03-T3-H03,5,1,F052,2026-08-09 09:39,2026-08-09 09:49,0
A03-T3-H03,5,2,F038,2026-08-09 10:01,2026-08-09 10:21,1
A03-T3-H03,5,3,F039,2026-08-09 10:35,2026-08-09 10:45,0
A03-T3-H03,5,4,A03,2026-08-09 11:56,,0
A03-T3-H03,6,0,A03,,2026-08-09 12:26,0
A03-T3-H03,6,1,F039,2026-08-09 13:37,2026-08-09 13:47,0
A03-T3-H03,6,2,F048,2026-08-09 13:57,2026-08-09 14:07,0
A03-T3-H03,6,3,F038,2026-08-09 14:13,2026-08-09 14:33,1
A03-T3-H03,6,4,F051,2026-08-09 14:39,2026-08-09 14:49,0
A03-T3-H03,6,5,A03,2026-08-09 16:18,,0
